id_accordo,ccnl_code,titolo,txt_path,char_count,garbage_ratio,quality_bin
17051,H03O,"CCNL INTERSETTORIALE: Commercio, Terziario, Distribuzione, Servizi, Pubblici Esercizi e Turismo","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL INTERSETTORIALE Commercio, Terziario, Distribuzione, Servizi, Pubblici Esercizi e Turismo (H03O).txt",301124,0.0038,clean
14908,F03C,"CCNL per i dipendenti dalle piccole e medie industrie esercenti la produzione del cemento, del fibro-cemento, della calce e del gesso","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti dalle piccole e medie industrie esercenti la produzione del cemento, del fibro-cemento, della calce e del gesso (F03C).txt",410215,0.0025,clean
8606,IC51,TAXI,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/TAXI (IC51).txt,39461,0.0001,clean
4644,S831,POLIZIA - PENITENZIARI - FORESTALI,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/POLIZIA - PENITENZIARI - FORESTALI (S831).txt,35430,0.0,clean
20876,H475,Accordo sull'indennità di vacanza contrattuale CCNL per i dipendenti di Studi Professionali che amministrano condomini o immobili Società di Servizi Integrati alla proprietà immobiliare,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti di Studi Professionali che amministrano condomini o immobili Società di Servizi Integrati alla proprietà immobiliare (H475).txt,345878,0.0038,clean
17861,E056,"Accordo 4 ottobre 1962 di parità salariale tra operai ed operaie dell'industria vinicola pura ed acetiera (valevole anche per l'industria dei vini aromatizzati, marsala, spumanti, liquori ecc..)",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL 1 febbraio 1954 per i lavoratori di aziende vinicole pure ed acetiere (E056).txt,107153,0.0074,clean
7285,G351,SPETTACOLO Esercizi Pubblici: Artisti a tempo determinato,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per il personale artistico scritturato a tempo determinato dai pubblici esercizi con attività di trattenimento e spettacolo (G351).txt,135206,0.0023,clean
10228,J283,Accordo per il rinnovo della parte economica del biennio 2010-2011 del CCNL AGCI-SILCCO del 17.06.2008,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/BANCARI Casse Rurali - Credito Cooperativo (Cooperative) (J283).txt,162725,0.0005,clean
18398,A009,ESAARCO CCNL per gli operai agricoli e florovivaisti,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/ESAARCO CCNL per gli operai agricoli e florovivaisti (A009).txt,190668,0.0039,clean
19968,H012,Protocollo straordinario di settore,"/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di riordino complessivo della disciplina dell'apprendistato nel settore terziario, distribuzione, servizi tra Confesercenti e UGL Terziario (H012).txt",70170,0.0069,clean
19317,J251,"Verbale di accordo - Accesso alle prestazioni ordinarie del Fondo di solidarietà con causale covid-19 nazionale""""","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo 29 febbraio 2012 di proroga del CCNL del 10 gennaio 2008 per i dirigenti dipendenti dalle imprese creditizie, finanziarie e strumentali (J251).txt",9364,0.0041,clean
20851,F015,Stesura definitiva del CCNL per i lavoratori dipendenti delle imprese artigiane e delle piccole e medie imprese industriali dell'edilizia e affini del 20 maggio 2025,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di rinnovo del CCNL 30 gennaio 2020 per i lavoratori dipendenti delle imprese artigiane e delle piccole e medie imprese industriali dell'edili (F015).txt,48832,0.0048,clean
20303,T199,CCNL per i dipendenti delle Imprese Sociali e delle Cooperative operanti nel settore della Cultura e dello Spettacolo,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di modifica e integrazione del CCNL per i dipendenti delle Imprese Sociali e delle Cooperative operanti nel settore della Cultura e dello Spet (T199).txt,8617,0.0028,clean
19304,A016,Verbale di accordo per il rinnovo del CCNL per i dipendenti di cooperative e consorzi agricoli,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/AGRICOLTURA Cooperative e Consorzi Agricoli (A016).txt,216775,0.0004,clean
8441,K700,ENTE POSTE ITALIANE (Poste Italiane spa),/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Avviso comune in materia di contratti a tempo determinato (K700).txt,5297,0.0083,clean
16786,T254,CCNL a progetto per i docenti delle scuole non statali,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL a progetto per i docenti delle scuole non statali (T254).txt,40184,0.0036,clean
3817,E015,ALIMENTARISTI: Artigiane,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/ALIMENTARISTI Artigiane (E015).txt,144309,0.0,clean
8546,F018,EDILI: P.M.I.,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per gli addetti delle piccole e medie industrie edili ed affini (F018).txt,428177,0.0015,clean
18990,H063,Verbale di accordo per la proroga al 31/12/2019 del CCNL per i dirigenti delle aziende dell'industria alberghiera aderenti ad AICA - Associazione Italiana Confindustria Alberghi,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/ALBERGHI Dirigenti Catene Alberghiere (H063).txt,57619,0.0005,clean
18728,V167,CCNL per i dipendenti da Aziende esercenti attività dell'Artigianato e Piccole e Medie Industrie,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti da Aziende esercenti attività dell'Artigianato e Piccole e Medie Industrie (V167).txt,297545,0.0062,clean
14816,T261,Adesione di UGL al CCNL per la Formazione Professionale vigente (2011-2013),/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Adesione di UGL SCUOLA al CCNL per la formazione professionale 20072010 (T261).txt,126025,0.0017,clean
6275,S102,ENTI LOCALI - REGIONI: Dirigenti,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/ENTI LOCALI - REGIONI Dirigenti (S102).txt,100265,0.0,clean
19637,A181,Accordo per il rinnovo del CCNL per gli addetti ai lavori di sistemazione idraulico-forestale e idraulico-agraria scaduto il 31 dicembre 2012,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL addetti lavori sistemazione idraulico-forestale e idraulico-agraria IPOTESI DI ACCORDO 7 dicembre 2010 (A181).txt,25450,0.0058,clean
9118,I911,Accordo nazionale per il rinnovo del secondo biennio economico del ccnl 22 gennaio 2003,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo nazionale per il rinnovo del secondo biennio economico del ccnl 22 gennaio 2003 (I911).txt,2350,0.0094,clean
5737,S512,ENTI PUBBLICI NON ECONOMICI: Dirigenti (in S012),/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/ENTI PUBBLICI NON ECONOMICI Dirigenti (S512).txt,257241,0.0,clean
20151,H501,CCNL lavoro domestico (collaboratori familiari),/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL lavoro domestico (collaboratori familiari) (H501).txt,35349,0.006,clean
19073,H03K,"Protocollo aggiuntivo CCNL per i dipendenti da imprese della distribuzione cooperativa (terziario, distribuzione e servizi)","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti da imprese della distribuzione cooperativa (terziario, distribuzione e servizi) (H03K).txt",229781,0.0042,clean
4172,G041,GIORNALI E QUOTIDIANI: Operai e Impiegati,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti di aziende editrici e stampatrici di giornali quotidiani e agenzie di stampa (G041).txt,302827,0.0026,clean
12311,F011,Verbale di accordo 19 aprile 2010 per il rinnovo del CCNL 18 giugno 2008 per i lavoratori dipendenti delle imprese edili ed affini,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL 3 dicembre 1969 per gli operai dipendenti delle imprese edili ed affini (F011).txt,163545,0.0045,clean
19832,T080,Protocollo di accordo integrativo al CCNL per il personale non medico delle strutture e cooperative socio sanitarie e assistenziali,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per il personale non medico delle strutture e cooperative socio sanitarie e assistenziali (T080).txt,181677,0.0019,clean
20823,H50T,CCNL sulla disciplina del rapporto di lavoro domestico,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL sulla disciplina del rapporto di lavoro domestico (H50T).txt,83539,0.0018,clean
18075,B120,CCNL 27 luglio 1964 per gli addetti all'industria della ceramica,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL 1 novembre 1967 per gli addetti all'industria della ceramica (B120).txt,328364,0.0162,clean
6205,I721,MARITTIMI: Dipendenti delle Imprese Portuali (in I5G1),/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/MARITTIMI Dipendenti delle Imprese Portuali (I721).txt,191275,0.0001,clean
6406,T812,CONSORZI ED ENTI DI INDUSTRIALIZZAZIONE: Dirigenti,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di rinnovo del CCNL 11 novembre 2016 per i dirigenti dei consorzi di sviluppo industriale (T812).txt,4708,0.003,clean
19615,G165,CCNL per il settore Doppiaggio,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per il settore Doppiaggio (G165).txt,70581,0.0013,clean
20642,H641,Verbale di accordo per il riconoscimento dell'assistenza sanitaria integrativa al SSN per le figure professionali degli operatori telefonici Outbound,"/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo integrativo nazionale del CCNL per Dirigenti, Quadri, Impiegati e Operai dei Servizi di Business Process Outsourcing, Digital Experience e Dat (H641).txt",35311,0.0065,clean
20798,H50X,CCNL sulla disciplina del rapporto di lavoro domestico,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL sulla disciplina del rapporto di lavoro domestico (H50X).txt,94863,0.0027,clean
3116,I012,AUTOFERROTRANVIERI: Dirigenti,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/AUTOFERROTRANVIERI Dirigenti (I012).txt,47067,0.0007,clean
20059,I481,Ipotesi di accordo per il rinnovo del CCNL dipendenti delle agenzie marittime raccomandatarie e mediatori marittimi,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/AGENZIE MARITTIME E AEREE (I481).txt,109529,0.0001,clean
18751,V25E,Accordo integrativo al CCNL per lavoratori addetti alla conduzione di attrezzature da lavoro del 20/09/2018,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo bileterale di disdetta consensuale del CCNL per lavoratori addetti alla conduzione di attrezzature da lavoro (V25E).txt,1299,0.0069,clean
16505,A183,ESAARCO CCNL per i dipendenti addetti alle attività di sistemazione idraulico forestale e idraulico agraria,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/ESAARCO CCNL per i dipendenti addetti alle attività di sistemazione idraulico forestale e idraulico agraria (A183).txt,165303,0.0038,clean
20108,H505,Rinnovo CCNL Colf e Badanti,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL Colf e Badanti (H505).txt,39963,0.0057,clean
20317,K715,"CCNL per i dipendenti delle imprese private esercenti attività di distribuzione, recapito e servizi postali anche in appalto","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti delle imprese private esercenti attività di distribuzione, recapito e servizi postali anche in appalto (K715).txt",239213,0.0019,clean
15307,S821,"DPR 16 aprile 2009, n. 51 (GU 25 maggio 2009, n. 119 SO) - Recepimento del provvedimento di concertazione per le Forze armate, integrativo del decreto del Presidente della Repubblica 11 settembre 2007, n. 170, relativo al quadriennio normativo 2006-2009 e",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CARABINIERI - GUARDIA DI FINANZA (S821).txt,35430,0.0,clean
9301,A021,Verbale di accordo per il rinnovo del CCNL per i quadri e gli impiegati agricoli del 27 maggio 2004,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/AGRICOLTURA Impiegati (A021).txt,116832,0.0,clean
12935,J257,Accordo in tema di copertura delle spese sanitarie per il personale della Banca d'Italia,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo cornice in tema di contrattualizzazione del rapporto di impiego del personale della carriera direttiva (J257).txt,3884,0.0054,clean
2523,C015,METALMECCANICA: Artigiane,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Ipotesi di accordo di rinnovo del CCNL per l'artigianato metalmeccanico e dell'installazione di impianti (C015).txt,15082,0.0021,clean
8696,S321,SCUOLA: Comparto PUBBLICO,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/SCUOLA Comparto PUBBLICO (S321).txt,82309,0.0004,clean
3659,H201,FIORI (IMPORT-EXPORT),/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/FIORI (IMPORT-EXPORT) (H201).txt,160982,0.0002,clean
5564,GI31,IPPICA: Scuderie Cavalli da Corsa al Galoppo,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/IPPICA Scuderie Cavalli da Corsa al Galoppo (GI31).txt,65463,0.0,clean
18362,I192,CCNL per il personale dipendente da Società e consorzi concessionari di autostrade e trafori,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/AUTOSTRADE E TRAFORI (Societa' e Consorzi Concessionari) (I192).txt,242822,0.0001,clean
15024,K590,"CCNL per i dipendenti delle imprese di FACILITY MANAGEMENT dell'artigianato, delle piccole e medie imprese e della cooperazione",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti da aziende esercenti attività del settore e per i dipendenti da aziende esercenti attività di FACILITY MANAGEMENT ed affini dell (K590).txt,245220,0.0035,clean
8407,I5C2,MARITTIMI: Uffici Societa' Servizi Locali,"/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL 14 giugno 1985 per gli addetti agli uffici delle società esercenti i servizi marittimi, postali e commerciali di carattere locale CAREMAR-SIREMAR (I5C2).txt",63051,0.0037,clean
1954,G319,TEATRI STABILI/ETI: Personale non Artistico,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo per il rinnovo del CCNL 1372005 per gli impiegati e gli operai dipendenti dai Teatri stabili pubblici e dai Teatri gestiti dall'ETI (G319).txt,38950,0.0096,clean
18653,G121,Avviso comune del 26/3/2009,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Avviso comune del 2632009 (G121).txt,1234,0.0089,clean
4193,I241,MAGAZZINI GENERALI: Dirigenti,"/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo Ponte CCNL 21 luglio 1995 e successive modifiche per i dirigenti delle imprese di logistica, magazzini generali, terminal operators portuali,  (I241).txt",2379,0.0164,clean
19758,T281,CCNL per il personale non docente della Pontificia Università Gregoriana,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per il personale tecnico e amministrativo della Pontificia Università Gregoriana (T281).txt,69761,0.0059,clean
12954,J257,Accordo in tema di contrattualizzazione del rapporto di impiego del personale della carriera direttiva,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo cornice in tema di contrattualizzazione del rapporto di impiego del personale della carriera direttiva (J257).txt,3884,0.0054,clean
16997,G011,Accordo per il rinnovo del CCNL per i dipendenti delle aziende grafiche ed affini e delle aziende editoriali anche multimediali,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo per il rinnovo del CCNL per i dipendenti delle aziende grafiche ed affini e delle aziende editoriali anche multimediali (G011).txt,106183,0.0018,clean
19743,E083,CCNL per i soci ed i dipendenti delle cooperative pesca ed acquacoltura e loro consorzi,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i soci ed i dipendenti delle cooperative pesca ed acquacoltura e loro consorzi (E083).txt,275265,0.0035,clean
3202,J2D1,ABI: Personale Direttivo (in J251),/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/ABI Personale Direttivo (in J251) (J2D1).txt,19531,0.0001,clean
9593,D051,Interpretazione congiunta dell'art. 35 punto 3 dei CCNL Tessili Vari e Filatura Serica/Torcitori (orario di lavoro - norme particolari per la torcitura),/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per gli addetti ai settori industriali della filatura serica e dei torcitori della seta e dei fili artificiali e sintetici (D051).txt,522373,0.0044,clean
9082,D121,Accordo di rinnovo della parte economica del ccnl 18 maggio 2004 per i lavoratori dell'industria delle calzature,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CALZATURE Industrie (D121).txt,283052,0.0001,clean
8032,K511,PULIZIA: Imprese,"/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo integrativo all'accordo di rinnovo del CCNL servizi di pulizia, servizi integratimultiservizi del 13 giugno 2025 (K511).txt",9104,0.0164,clean
1990,K151,ACQUEDOTTI PRIVATI,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i lavoratori dipendenti dalle aziende acquedottistiche private (K151).txt,164959,0.003,clean
20386,A016,Verbale di accordo per il rinnovo del CCNL per i dipendenti di cooperative e consorzi agricoli,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/AGRICOLTURA Cooperative e Consorzi Agricoli (A016).txt,216775,0.0004,clean
20926,E01L,CCNL per il settore Alimentare,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL Alimentaristi (E01L).txt,164896,0.0015,clean
18765,T148,"CCNL per i dipendenti e soci delle cooperative sociali esercenti attività nel settore socio sanitario, assistenziale, educativo e inserimento lavorativo","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti e soci delle cooperative sociali esercenti attività nel settore socio sanitario, assistenziale, educativo e inserimento lavorati (T148).txt",380406,0.0113,clean
17247,F087,Addendum al CCNL per i dipendenti di imprese Edili e affini,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Addendum al CCNL per i dipendenti di imprese Edili e affini (F087).txt,28264,0.0009,clean
6200,H501,LAVORO DOMESTICO,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL lavoro domestico (collaboratori familiari) (H501).txt,35349,0.006,clean
19181,H01N,"Accordo modificativo del CCNL per i dipendenti del terziario: Commercio, Distribuzione e Servizi del 1 luglio 2013 - cod. Inps 413""""","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo integrativo in materia retributiva del CCNL PER I DIPENDENTI DEL TERZIARIO COMMERCIO, DISTRIBUZIONE E SERVIZI del 1° luglio 2013 (H01N).txt",3805,0.0089,clean
12990,J257,Accordo negoziale in tema di codice etico per il personale della Banca d'Italia,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo cornice in tema di contrattualizzazione del rapporto di impiego del personale della carriera direttiva (J257).txt,3884,0.0054,clean
18235,H05D,Accordo di rinnovo del CCNL per i dipendenti del Turismo e dei Pubblici Esercizi,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti del Turismo e dei Pubblici Esercizi (H05D).txt,403826,0.0013,clean
19436,J251,"Verbale di riunione - Integrazione al Protocollo condiviso del 28 aprile 2020, e successive integrazioni, recante Misure di prevenzione, contrasto e contenimento della diffusione del virus Covid-19 per garantire l’erogazione dei servizi del settore bancar","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo 29 febbraio 2012 di proroga del CCNL del 10 gennaio 2008 per i dirigenti dipendenti dalle imprese creditizie, finanziarie e strumentali (J251).txt",9364,0.0041,clean
9114,I911,CCNL per gli addetti agli impianti di trasporto a fune,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo nazionale per il rinnovo del secondo biennio economico del ccnl 22 gennaio 2003 (I911).txt,2350,0.0094,clean
13193,C016,CCNL per gli addetti alle aziende cooperative metalmeccaniche,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per gli addetti alle aziende cooperative metalmeccaniche (C016).txt,585554,0.0035,clean
19863,D027,"Accordo integrativo e modificativo del CCNL MODA - Pelletteria, Calzaturiero, Tessile e Abbigliamento ed Affini, Chimica, Ceramica del 09/12/2020","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo integrativo e modificativo del CCNL MODA - Pelletteria, Calzaturiero, Tessile e Abbigliamento ed Affini, Chimica, Ceramica del 09122020 (D027).txt",21733,0.0042,clean
7266,G311,TEATRI: Personale non Artistico,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL 2531982 per gli impiegati e gli operai dipendenti dagli esercizi teatrali (G311).txt,117560,0.002,clean
19803,B282,Ipotesi di Accordo di rinnovo del CCNL Attività Minerarie 11 aprile 2019,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Ipotesi di Accordo per il rinnovo del CCNL Attività Minerarie (B282).txt,17268,0.0025,clean
3677,C011,METALMECCANICA: Industrie,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL 15 ottobre 2009 per i lavoratori addetti all'industria metalmeccanica privata e alla installazione di impianti (C011).txt,468252,0.0035,clean
20629,H50Y,Verbale di accordo per adesione al CCNL assistenti familiari in vigore dal 01/02/2023,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL assistenti familiari (H50Y).txt,77255,0.0041,clean
20982,B371,"Ipotesi di Accordo per il rinnovo del CCNL 26 gennaio 2023 per gli addetti all'industria della gomma, cavi elettrici ed affini e all'industria delle materie plastiche","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo 26 gennaio 2023 di rinnovo del CCNL 16 settembre 2020 per gli addetti all'industria della gomma, cavi elettrici ed affini e all'industria dell (B371).txt",36836,0.0052,clean
18241,H05D,Testo contrattuale completo con le modifiche apportate dall'Accordo di rinnovo del CCNL per i dipendenti del Turismo e dei Pubblici Esercizi,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti del Turismo e dei Pubblici Esercizi (H05D).txt,403826,0.0013,clean
20043,A059,"Protocollo d'intesa per la sottoscrizione per adesione alla firma del CCNL delle aziende del settore Agricoltura, micro, piccole e medie imprese e cooperative","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i lavoratori delle aziende del settore Agricoltura, micro, piccole e medie imprese e cooperative (A059).txt",197738,0.004,clean
20627,D121,Ipotesi di accordo di rinnovo del CCNL per i lavoratori addetti all'industria delle calzature,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CALZATURE Industrie (D121).txt,283052,0.0001,clean
13108,S111,CCNL dei segretari comunali e provinciali biennio economico 2008-2009,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Ipotesi di accordo sull'interpretazione autentica dell'articolo 31 del CCNL dei segretari comunali e provinciali del 1652001 (S111).txt,6560,0.0063,clean
7667,K721,SERVIZI POSTALI IN APPALTO,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per imprese esercenti servizi postali in appalto (K721).txt,276934,0.0013,clean
14564,K557,CCNL per i dipendenti da aziende artigiane di pulimento e multiservizi,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti da aziende artigiane di pulimento e multiservizi (K557).txt,252712,0.0031,clean
8782,H505,COLF e BADANTI,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL Colf e Badanti (H505).txt,39963,0.0057,clean
7740,H442,STUDI Professionali,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Ipotesi di Accordo CCNL per i dipendenti degli Studi Professionali (H442).txt,77811,0.0044,clean
